Epochs,Train Batch Size,Test Batch Size,Learning Rate,Momentum,Hidden Layer,Token Position,Accuracy,Macro F1,Micro F1
16,16,16,0.01,0,0,0,0.5031847133757962,0.4125554323725056,0.5031847133757962
16,16,16,0.01,0,0,1,0.528,0.5236095859440605,0.528
16,16,16,0.01,0,0,2,0.4489795918367347,0.44457474749928005,0.4489795918367347
16,16,16,0.01,0,0,3,0.5232558139534884,0.5051993390209606,0.5232558139534884
16,16,16,0.01,0,0,4,0.5182370820668692,0.49435535677490516,0.5182370820668692
16,16,16,0.01,0,0,5,0.49375866851595007,0.49344294796897886,0.49375866851595007
16,16,16,0.01,0,0,6,0.4841168996188056,0.4707657550219961,0.4841168996188056
16,16,16,0.01,0,0,7,0.5372960372960373,0.4206439783719059,0.5372960372960373
16,16,16,0.01,0,0,8,0.5223880597014925,0.5220751807185067,0.5223880597014925
16,16,16,0.01,0,0,9,0.5437100213219617,0.40571394736063005,0.5437100213219617
16,16,16,0.01,0,0,10,0.5085287846481876,0.4872694201666424,0.5085287846481876
16,16,16,0.01,0,0,11,0.5042643923240938,0.47045861535192884,0.5042643923240938
16,16,16,0.01,0,0,12,0.5373134328358209,0.4728562919224095,0.5373134328358209
16,16,16,0.01,0,0,13,0.4794215795328142,0.47013752455795677,0.4794215795328142
16,16,16,0.01,0,0,14,0.48267898383371827,0.479078160833114,0.48267898383371827
16,16,16,0.01,0,0,15,0.5387409200968523,0.5115164741692291,0.5387409200968523
16,16,16,0.01,0,0,16,0.5280312907431551,0.43938182464301867,0.5280312907431551
16,16,16,0.01,0,0,17,0.5020979020979021,0.4515831566609787,0.5020979020979021
16,16,16,0.01,0,0,18,0.44477611940298506,0.35328856552740556,0.44477611940298506
16,16,16,0.01,0,0,19,0.5160771704180064,0.4517898188952169,0.5160771704180064
16,16,16,0.01,0,0,20,0.48877374784110533,0.4677779986087648,0.48877374784110533
16,16,16,0.01,0,1,0,0.4564755838641189,0.4557665920415974,0.4564755838641189
16,16,16,0.01,0,1,1,0.478,0.4509401335414571,0.478
16,16,16,0.01,0,1,2,0.5176252319109462,0.5125497398224671,0.5176252319109462
16,16,16,0.01,0,1,3,0.5,0.44660161558782663,0.5
16,16,16,0.01,0,1,4,0.4787234042553192,0.4781919111816019,0.4787234042553192
16,16,16,0.01,0,1,5,0.5173370319001387,0.36516273985912073,0.5173370319001387
16,16,16,0.01,0,1,6,0.5069885641677255,0.4969821167354147,0.5069885641677255
16,16,16,0.01,0,1,7,0.5407925407925408,0.4400034456025498,0.5407925407925408
16,16,16,0.01,0,1,8,0.5298507462686567,0.41678756476683937,0.5298507462686567
16,16,16,0.01,0,1,9,0.502132196162047,0.4934215319498332,0.502132196162047
16,16,16,0.01,0,1,10,0.5341151385927505,0.5329425102690755,0.5341151385927505
16,16,16,0.01,0,1,11,0.5330490405117271,0.4073396612907879,0.5330490405117271
16,16,16,0.01,0,1,12,0.5191897654584222,0.4142654399191399,0.5191897654584222
16,16,16,0.01,0,1,13,0.5283648498331479,0.3771145449316286,0.5283648498331479
16,16,16,0.01,0,1,14,0.5381062355658198,0.3812738899010467,0.5381062355658198
16,16,16,0.01,0,1,15,0.5266343825665859,0.476767149830458,0.5266343825665859
16,16,16,0.01,0,1,16,0.5058670143415906,0.4969708506017633,0.5058670143415906
