Index,Epochs,Batch Size,Learning Rate,Momentum,Hidden Layer Index,Accuracy,Macro F1,Micro F1
3,32,16,0.01,0,13,0.4978678038379531,0.49777133600477447,0.4978678038379531
4,32,16,0.01,0,13,0.5415778251599147,0.40452709406151083,0.5415778251599147
5,32,16,0.01,0,13,0.544290288153682,0.4779590116555956,0.544290288153682
6,32,16,0.01,0,13,0.5375536480686696,0.353792942576997,0.5375536480686696
7,32,16,0.01,0,13,0.5431965442764579,0.3724669049499589,0.5431965442764579
8,32,16,0.01,0,13,0.5456521739130434,0.41865457294028724,0.5456521739130434
9,32,16,0.01,0,13,0.5426356589147286,0.542554874795312,0.5426356589147286
10,32,16,0.01,0,13,0.5169300225733634,0.5140676497875372,0.5169300225733634
11,32,16,0.01,0,13,0.535632183908046,0.35325030913266203,0.535632183908046
12,32,16,0.01,0,13,0.52046783625731,0.5014477995722022,0.52046783625731
13,32,16,0.01,0,13,0.4866666666666667,0.4825370826023143,0.4866666666666667
14,32,16,0.01,0,13,0.5538922155688623,0.3712921319925211,0.5538922155688623
15,32,16,0.01,0,13,0.5523648648648649,0.37557465202456625,0.5523648648648649
16,32,16,0.01,0,13,0.5158730158730159,0.5052064054075802,0.5158730158730159
17,32,16,0.01,0,13,0.5023923444976076,0.47820241981947376,0.5023923444976076
18,32,16,0.01,0,13,0.4519774011299435,0.40236006683375103,0.4519774011299435
19,32,16,0.01,0,13,0.4495114006514658,0.34219568166546216,0.4495114006514658
20,32,16,0.01,0,13,0.5658914728682171,0.4408668730650155,0.5658914728682171
0,32,16,0.01,0,14,0.5458422174840085,0.42067537709424313,0.5458422174840085
1,32,16,0.01,0,14,0.5490405117270789,0.4949382315315143,0.5490405117270789
2,32,16,0.01,0,14,0.5383795309168443,0.43260237574023597,0.5383795309168443
3,32,16,0.01,0,14,0.5501066098081023,0.4782982312781717,0.5501066098081023
4,32,16,0.01,0,14,0.5223880597014925,0.5115060378218272,0.5223880597014925
5,32,16,0.01,0,14,0.5272145144076841,0.4329706507113633,0.5272145144076841
6,32,16,0.01,0,14,0.5182403433476395,0.5158856037547475,0.5182403433476395
7,32,16,0.01,0,14,0.541036717062635,0.37714746039810015,0.541036717062635
8,32,16,0.01,0,14,0.48695652173913045,0.4665356265356265,0.48695652173913045
9,32,16,0.01,0,14,0.53156146179402,0.45418106940608083,0.53156146179402
10,32,16,0.01,0,14,0.5643340857787811,0.5521736853132202,0.5643340857787811
11,32,16,0.01,0,14,0.5344827586206896,0.3654769772681024,0.5344827586206896
12,32,16,0.01,0,14,0.4818713450292398,0.48049552249451033,0.4818713450292398
13,32,16,0.01,0,14,0.552,0.5491143317230274,0.552
14,32,16,0.01,0,14,0.5449101796407185,0.41999977150952233,0.5449101796407185
15,32,16,0.01,0,14,0.5287162162162162,0.4491443741474591,0.5287162162162162
16,32,16,0.01,0,14,0.4603174603174603,0.38728881737731297,0.4603174603174603
17,32,16,0.01,0,14,0.5406698564593302,0.44168962350780533,0.5406698564593302
18,32,16,0.01,0,14,0.5112994350282486,0.5017532441117846,0.5112994350282486
19,32,16,0.01,0,14,0.5309446254071661,0.4857621440536013,0.5309446254071661
20,32,16,0.01,0,14,0.4418604651162791,0.4352082699908787,0.4418604651162791
0,32,16,0.01,0,15,0.5383795309168443,0.4483124898974875,0.5383795309168443
1,32,16,0.01,0,15,0.5554371002132196,0.4840055247525536,0.5554371002132196
2,32,16,0.01,0,15,0.5501066098081023,0.43593821249430004,0.5501066098081023
3,32,16,0.01,0,15,0.511727078891258,0.510924408014572,0.511727078891258
4,32,16,0.01,0,15,0.5223880597014925,0.500114198705748,0.5223880597014925
5,32,16,0.01,0,15,0.528281750266809,0.4060979946769457,0.528281750266809
6,32,16,0.01,0,15,0.5493562231759657,0.4988015487677463,0.5493562231759657
7,32,16,0.01,0,15,0.5356371490280778,0.40491989478718315,0.5356371490280778
8,32,16,0.01,0,15,0.533695652173913,0.5334966827770351,0.533695652173913
9,32,16,0.01,0,15,0.5503875968992248,0.545774647887324,0.5503875968992248
10,32,16,0.01,0,15,0.5372460496613995,0.5264132248644138,0.5372460496613995
11,32,16,0.01,0,15,0.5632183908045977,0.4777218181473501,0.5632183908045977
12,32,16,0.01,0,15,0.5380116959064327,0.36742468940172957,0.5380116959064327
13,32,16,0.01,0,15,0.48533333333333334,0.4815581550275428,0.48533333333333334
14,32,16,0.01,0,15,0.4655688622754491,0.37770958423685425,0.4655688622754491
15,32,16,0.01,0,15,0.5219594594594594,0.4949094800946653,0.5219594594594594
16,32,16,0.01,0,15,0.5198412698412699,0.4833178005591799,0.5198412698412699
17,32,16,0.01,0,15,0.5430622009569378,0.39074960127591707,0.5430622009569378
18,32,16,0.01,0,15,0.4632768361581921,0.4484715297822094,0.4632768361581921
19,32,16,0.01,0,15,0.498371335504886,0.48046153846153844,0.498371335504886
20,32,16,0.01,0,15,0.5232558139534884,0.40505071336170534,0.5232558139534884
0,32,16,0.01,0,16,0.5341151385927505,0.5248474816357804,0.5341151385927505
1,32,16,0.01,0,16,0.5341151385927505,0.5135195437903144,0.5341151385927505
2,32,16,0.01,0,16,0.5543710021321961,0.4905485824172968,0.5543710021321961
3,32,16,0.01,0,16,0.5394456289978679,0.3919327731092437,0.5394456289978679
4,32,16,0.01,0,16,0.5053304904051172,0.5053282414984542,0.5053304904051172
5,32,16,0.01,0,16,0.5026680896478122,0.40290723115632865,0.5026680896478122
