Epochs,Train Batch Size,Test Batch Size,Learning Rate,Momentum,Hidden Layer,Token Position,Accuracy,Macro F1,Micro F1
128,16,16,0.001,0,0,0,0.5180467091295117,0.5037295593689224,0.5180467091295117
128,16,16,0.001,0,0,1,0.468,0.46799148786380584,0.468
128,16,16,0.001,0,0,2,0.5139146567717996,0.4954914401669096,0.5139146567717996
128,16,16,0.001,0,0,3,0.5083056478405316,0.4985422740524781,0.5083056478405316
128,16,16,0.001,0,0,4,0.5212765957446809,0.5101887452352876,0.5212765957446809
128,16,16,0.001,0,0,5,0.5104022191400832,0.48825252693825766,0.5104022191400832
128,16,16,0.001,0,0,6,0.4993646759847522,0.49913096853395356,0.4993646759847522
128,16,16,0.001,0,0,7,0.506993006993007,0.5016306370263772,0.506993006993007
128,16,16,0.001,0,0,8,0.5127931769722814,0.48630456274903383,0.5127931769722814
128,16,16,0.001,0,0,9,0.5330490405117271,0.5327431454346115,0.5330490405117271
128,16,16,0.001,0,0,10,0.4968017057569296,0.4869470093076723,0.4968017057569296
128,16,16,0.001,0,0,11,0.5522388059701493,0.5455258592048433,0.5522388059701493
128,16,16,0.001,0,0,12,0.4914712153518124,0.4649057659810348,0.4914712153518124
128,16,16,0.001,0,0,13,0.5261401557285873,0.507477082626007,0.5261401557285873
128,16,16,0.001,0,0,14,0.5173210161662818,0.5007006973870056,0.5173210161662818
128,16,16,0.001,0,0,15,0.5266343825665859,0.5155396151809568,0.5266343825665859
128,16,16,0.001,0,0,16,0.4745762711864407,0.46093773162075674,0.4745762711864407
128,16,16,0.001,0,0,17,0.5006993006993007,0.4933697742686507,0.5006993006993007
128,16,16,0.001,0,0,18,0.5238805970149254,0.4939277486142386,0.5238805970149254
128,16,16,0.001,0,0,19,0.5016077170418006,0.4948388787005502,0.5016077170418006
128,16,16,0.001,0,0,20,0.5008635578583766,0.4873516030698059,0.5008635578583766
128,16,16,0.001,0,1,0,0.49469214437367304,0.48718159859464205,0.49469214437367304
128,16,16,0.001,0,1,1,0.516,0.5144774011299434,0.516
128,16,16,0.001,0,1,2,0.5231910946196661,0.49177994239906075,0.5231910946196661
128,16,16,0.001,0,1,3,0.5514950166112956,0.5421511627906976,0.5514950166112956
128,16,16,0.001,0,1,4,0.5167173252279635,0.5105266112732989,0.5167173252279635
128,16,16,0.001,0,1,5,0.5159500693481276,0.5158159465996532,0.5159500693481276
128,16,16,0.001,0,1,6,0.5514612452350699,0.5415001823694161,0.5514612452350699
128,16,16,0.001,0,1,7,0.5244755244755245,0.5216450216450217,0.5244755244755245
128,16,16,0.001,0,1,8,0.5394456289978679,0.5353560371517028,0.5394456289978679
128,16,16,0.001,0,1,9,0.570362473347548,0.5696929337772845,0.570362473347548
128,16,16,0.001,0,1,10,0.4968017057569296,0.4939836149513569,0.4968017057569296
128,16,16,0.001,0,1,11,0.5373134328358209,0.5276741293532339,0.5373134328358209
128,16,16,0.001,0,1,12,0.4978678038379531,0.4875654609669955,0.4978678038379531
128,16,16,0.001,0,1,13,0.48164627363737483,0.46265712380072854,0.48164627363737483
128,16,16,0.001,0,1,14,0.48729792147806006,0.4710009740634957,0.48729792147806006
128,16,16,0.001,0,1,15,0.5036319612590799,0.5034893267651888,0.5036319612590799
128,16,16,0.001,0,1,16,0.5097783572359843,0.459940074906367,0.5097783572359843
128,16,16,0.001,0,1,17,0.5174825174825175,0.513585300781458,0.5174825174825175
128,16,16,0.001,0,1,18,0.5358208955223881,0.48578423025573825,0.5358208955223881
128,16,16,0.001,0,1,19,0.49517684887459806,0.4871113445378151,0.49517684887459806
128,16,16,0.001,0,1,20,0.5544041450777202,0.5490654205607477,0.5544041450777202
128,16,16,0.001,0,2,0,0.5307855626326964,0.5307517186971712,0.5307855626326964
128,16,16,0.001,0,2,1,0.458,0.45794579457945794,0.458
128,16,16,0.001,0,2,2,0.5380333951762524,0.5164003242951085,0.5380333951762524
128,16,16,0.001,0,2,3,0.4700996677740864,0.46032941493861057,0.4700996677740864
128,16,16,0.001,0,2,4,0.4635258358662614,0.4635146839740851,0.4635258358662614
128,16,16,0.001,0,2,5,0.5353675450762829,0.473018761304455,0.5353675450762829
128,16,16,0.001,0,2,6,0.5209656925031766,0.5166926483931239,0.5209656925031766
128,16,16,0.001,0,2,7,0.5256410256410257,0.5116949292375328,0.5256410256410257
128,16,16,0.001,0,2,8,0.5298507462686567,0.5120824059362847,0.5298507462686567
128,16,16,0.001,0,2,9,0.5628997867803838,0.5354528543473533,0.5628997867803838
128,16,16,0.001,0,2,10,0.5149253731343284,0.5080360981783768,0.5149253731343284
128,16,16,0.001,0,2,11,0.5373134328358209,0.5082598506993936,0.5373134328358209
128,16,16,0.001,0,2,12,0.5245202558635395,0.4957645708885964,0.5245202558635395
128,16,16,0.001,0,2,13,0.5027808676307007,0.45507393771738913,0.5027808676307007
128,16,16,0.001,0,2,14,0.5323325635103926,0.5195973016470911,0.5323325635103926
128,16,16,0.001,0,2,15,0.5060532687651331,0.5036057692307692,0.5060532687651331
128,16,16,0.001,0,2,16,0.5228161668839635,0.5225816326530612,0.5228161668839635
