Epochs,Train Batch Size,Test Batch Size,Learning Rate,Momentum,Hidden Layer,Token Position,Accuracy,Macro F1,Micro F1
32,16,16,0.01,0,0,0,0.4905263157894737,0.4539088628762542,0.4905263157894737
32,16,16,0.01,0,0,1,0.4725490196078431,0.4710665417490776,0.4725490196078431
32,16,16,0.01,0,0,2,0.48194945848375453,0.48193426673226747,0.48194945848375453
32,16,16,0.01,0,0,3,0.5,0.4991587590012787,0.5
32,16,16,0.01,0,0,4,0.5143288084464555,0.5083686440677966,0.5143288084464555
32,16,16,0.01,0,0,5,0.49115646258503404,0.4858024691358025,0.49115646258503404
32,16,16,0.01,0,0,6,0.5201511335012594,0.5026363165552787,0.5201511335012594
32,16,16,0.01,0,0,7,0.5344827586206896,0.5342113716672021,0.5344827586206896
32,16,16,0.01,0,0,8,0.5426439232409381,0.5141920646131001,0.5426439232409381
32,16,16,0.01,0,0,9,0.605543710021322,0.6000433307519268,0.605543710021322
32,16,16,0.01,0,0,10,0.509594882729211,0.5005833549390719,0.509594882729211
32,16,16,0.01,0,0,11,0.5469083155650319,0.5452289825974367,0.5469083155650319
32,16,16,0.01,0,0,12,0.5170575692963753,0.5004555591739037,0.5170575692963753
32,16,16,0.01,0,0,13,0.5144766146993318,0.5144742063492063,0.5144766146993318
32,16,16,0.01,0,0,14,0.5092378752886836,0.5075298887409598,0.5092378752886836
32,16,16,0.01,0,0,15,0.5139732685297691,0.5068371663810357,0.5139732685297691
32,16,16,0.01,0,0,16,0.5098039215686274,0.500208192143055,0.5098039215686274
32,16,16,0.01,0,0,17,0.5028169014084507,0.49887129572052125,0.5028169014084507
32,16,16,0.01,0,0,18,0.5332326283987915,0.5211870258579323,0.5332326283987915
32,16,16,0.01,0,0,19,0.5177419354838709,0.5097829219984187,0.5177419354838709
32,16,16,0.01,0,0,20,0.5172413793103449,0.49252537373131344,0.5172413793103449
32,16,16,0.01,0,1,0,0.5284210526315789,0.35364727608494917,0.5284210526315789
32,16,16,0.01,0,1,1,0.4745098039215686,0.4070693574415659,0.4745098039215686
32,16,16,0.01,0,1,2,0.48014440433212996,0.3624856156501726,0.48014440433212996
32,16,16,0.01,0,1,3,0.5360655737704918,0.3489861259338314,0.5360655737704918
32,16,16,0.01,0,1,4,0.45852187028657615,0.31675972040819256,0.45852187028657615
32,16,16,0.01,0,1,5,0.545578231292517,0.4190630797773655,0.545578231292517
32,16,16,0.01,0,1,6,0.48866498740554154,0.46921288520940774,0.48866498740554154
32,16,16,0.01,0,1,7,0.539080459770115,0.4253793662323288,0.539080459770115
32,16,16,0.01,0,1,8,0.5287846481876333,0.5246003898635477,0.5287846481876333
32,16,16,0.01,0,1,9,0.4840085287846482,0.3720962397030267,0.4840085287846482
32,16,16,0.01,0,1,10,0.47547974413646055,0.3545582706766917,0.47547974413646055
32,16,16,0.01,0,1,11,0.5330490405117271,0.35382379586290197,0.5330490405117271
32,16,16,0.01,0,1,12,0.48507462686567165,0.42939942946744,0.48507462686567165
32,16,16,0.01,0,1,13,0.5,0.4991497264094108,0.5
32,16,16,0.01,0,1,14,0.5092378752886836,0.3535395051384871,0.5092378752886836
32,16,16,0.01,0,1,15,0.5467800729040098,0.46723995800105866,0.5467800729040098
32,16,16,0.01,0,1,16,0.538562091503268,0.35763067064076365,0.538562091503268
32,16,16,0.01,0,1,17,0.5521126760563381,0.3614024369548247,0.5521126760563381
32,16,16,0.01,0,1,18,0.4909365558912387,0.4436489233032831,0.4909365558912387
32,16,16,0.01,0,1,19,0.5483870967741935,0.41271194468125416,0.5483870967741935
32,16,16,0.01,0,1,20,0.5655172413793104,0.36123348017621143,0.5655172413793104
32,16,16,0.01,0,2,0,0.5326315789473685,0.35157172373081463,0.5326315789473685
32,16,16,0.01,0,2,1,0.5294117647058824,0.34615384615384615,0.5294117647058824
32,16,16,0.01,0,2,2,0.4584837545126354,0.32815910744603444,0.4584837545126354
32,16,16,0.01,0,2,3,0.5377049180327869,0.34968017057569295,0.5377049180327869
32,16,16,0.01,0,2,4,0.45701357466063347,0.3136645962732919,0.45701357466063347
32,16,16,0.01,0,2,5,0.5414965986394558,0.35127978817299205,0.5414965986394558
32,16,16,0.01,0,2,6,0.4899244332493703,0.4352744074306276,0.4899244332493703
32,16,16,0.01,0,2,7,0.5091954022988506,0.5079934997768363,0.5091954022988506
32,16,16,0.01,0,2,8,0.5362473347547975,0.34906315058986814,0.5362473347547975
32,16,16,0.01,0,2,9,0.5522388059701493,0.5423327137546468,0.5522388059701493
32,16,16,0.01,0,2,10,0.5362473347547975,0.34906315058986814,0.5362473347547975
32,16,16,0.01,0,2,11,0.46588486140724944,0.32124704811837856,0.46588486140724944
32,16,16,0.01,0,2,12,0.48081023454157784,0.43503410404981724,0.48081023454157784
32,16,16,0.01,0,2,13,0.5334075723830735,0.3478576615831518,0.5334075723830735
32,16,16,0.01,0,2,14,0.5288683602771362,0.38576435246995994,0.5288683602771362
32,16,16,0.01,0,2,15,0.45443499392466585,0.31244778613199664,0.45443499392466585
32,16,16,0.01,0,2,16,0.45751633986928103,0.32592822215758177,0.45751633986928103
32,16,16,0.01,0,2,17,0.447887323943662,0.31990342980578446,0.447887323943662
32,16,16,0.01,0,2,18,0.5483383685800605,0.3541463414634146,0.5483383685800605
32,16,16,0.01,0,2,19,0.5596774193548387,0.358841778697001,0.5596774193548387
32,16,16,0.01,0,2,20,0.5655172413793104,0.36123348017621143,0.5655172413793104
32,16,16,0.01,0,3,0,0.5326315789473685,0.3475274725274725,0.5326315789473685
32,16,16,0.01,0,3,1,0.47058823529411764,0.32,0.47058823529411764
32,16,16,0.01,0,3,2,0.463898916967509,0.31689272503082616,0.463898916967509
32,16,16,0.01,0,3,3,0.5377049180327869,0.34968017057569295,0.5377049180327869
32,16,16,0.01,0,3,4,0.4947209653092006,0.49470257284104535,0.4947209653092006
32,16,16,0.01,0,3,5,0.45850340136054424,0.314365671641791,0.45850340136054424
32,16,16,0.01,0,3,6,0.5428211586901763,0.35183673469387755,0.5428211586901763
32,16,16,0.01,0,3,7,0.542528735632184,0.35171385991058124,0.542528735632184
32,16,16,0.01,0,3,8,0.46375266524520253,0.3168244719592134,0.46375266524520253
32,16,16,0.01,0,3,9,0.5458422174840085,0.41470145362292515,0.5458422174840085
32,16,16,0.01,0,3,10,0.5671641791044776,0.5668806325261468,0.5671641791044776
32,16,16,0.01,0,3,11,0.5362473347547975,0.34906315058986814,0.5362473347547975
32,16,16,0.01,0,3,12,0.46375266524520253,0.3168244719592134,0.46375266524520253
