Epochs,Train Batch Size,Test Batch Size,Learning Rate,Momentum,Hidden Layer,Token Position,Accuracy,Macro F1,Micro F1
32,16,16,0.01,0,0,0,0.5181236673773987,0.5044160896216049,0.5181236673773987
32,16,16,0.01,0,0,1,0.5170575692963753,0.5031378808341957,0.5170575692963753
32,16,16,0.01,0,0,2,0.5533049040511727,0.46614996135576736,0.5533049040511727
32,16,16,0.01,0,0,3,0.5287846481876333,0.39429055633473586,0.5287846481876333
32,16,16,0.01,0,0,4,0.48294243070362475,0.4801293134479815,0.48294243070362475
32,16,16,0.01,0,0,5,0.48986125933831376,0.46525416443799195,0.48986125933831376
32,16,16,0.01,0,0,6,0.5321888412017167,0.4632556124416829,0.5321888412017167
32,16,16,0.01,0,0,7,0.5302375809935205,0.5286936315547459,0.5302375809935205
32,16,16,0.01,0,0,8,0.5282608695652173,0.5164134563212154,0.5282608695652173
32,16,16,0.01,0,0,9,0.5083056478405316,0.42079259413355524,0.5083056478405316
32,16,16,0.01,0,0,10,0.48758465011286684,0.4766618267734566,0.48758465011286684
32,16,16,0.01,0,0,11,0.4850574712643678,0.4651120662681356,0.4850574712643678
32,16,16,0.01,0,0,12,0.4865497076023392,0.47913674455781885,0.4865497076023392
32,16,16,0.01,0,0,13,0.5386666666666666,0.5149024944667105,0.5386666666666666
32,16,16,0.01,0,0,14,0.5479041916167665,0.40427592723836525,0.5479041916167665
32,16,16,0.01,0,0,15,0.5219594594594594,0.4877436516793811,0.5219594594594594
32,16,16,0.01,0,0,16,0.5456349206349206,0.41094750810217673,0.5456349206349206
32,16,16,0.01,0,0,17,0.4665071770334928,0.46316122901488754,0.4665071770334928
32,16,16,0.01,0,0,18,0.5169491525423728,0.5097151465573797,0.5169491525423728
32,16,16,0.01,0,0,19,0.5342019543973942,0.382936256940052,0.5342019543973942
32,16,16,0.01,0,0,20,0.49612403100775193,0.4950316169828365,0.49612403100775193
32,16,16,0.01,0,1,0,0.5330490405117271,0.35975689574567554,0.5330490405117271
32,16,16,0.01,0,1,1,0.5191897654584222,0.49604916593503073,0.5191897654584222
32,16,16,0.01,0,1,2,0.5245202558635395,0.5212094854422267,0.5245202558635395
32,16,16,0.01,0,1,3,0.5309168443496801,0.37544263188160165,0.5309168443496801
32,16,16,0.01,0,1,4,0.5298507462686567,0.5022184035436695,0.5298507462686567
32,16,16,0.01,0,1,5,0.5336179295624333,0.5079520724657013,0.5336179295624333
32,16,16,0.01,0,1,6,0.528969957081545,0.3763966938117948,0.528969957081545
32,16,16,0.01,0,1,7,0.5107991360691144,0.49046159676696416,0.5107991360691144
32,16,16,0.01,0,1,8,0.5576086956521739,0.5487364403399059,0.5576086956521739
32,16,16,0.01,0,1,9,0.5249169435215947,0.5190182876029446,0.5249169435215947
32,16,16,0.01,0,1,10,0.5349887133182845,0.45902912391148415,0.5349887133182845
32,16,16,0.01,0,1,11,0.4747126436781609,0.3639893078410765,0.4747126436781609
32,16,16,0.01,0,1,12,0.52046783625731,0.3920142357642357,0.52046783625731
32,16,16,0.01,0,1,13,0.5213333333333333,0.519281412750246,0.5213333333333333
32,16,16,0.01,0,1,14,0.5299401197604791,0.4836543384930482,0.5299401197604791
32,16,16,0.01,0,1,15,0.4560810810810811,0.3670761670761671,0.4560810810810811
32,16,16,0.01,0,1,16,0.5158730158730159,0.5139134834303061,0.5158730158730159
32,16,16,0.01,0,1,17,0.48564593301435405,0.4801446131597975,0.48564593301435405
32,16,16,0.01,0,1,18,0.4887005649717514,0.47409200968523,0.4887005649717514
32,16,16,0.01,0,1,19,0.4364820846905538,0.31335893159575434,0.4364820846905538
32,16,16,0.01,0,1,20,0.5503875968992248,0.47457865168539326,0.5503875968992248
32,16,16,0.01,0,2,0,0.5447761194029851,0.46665015453491054,0.5447761194029851
32,16,16,0.01,0,2,1,0.5309168443496801,0.4455817952231267,0.5309168443496801
32,16,16,0.01,0,2,2,0.5330490405117271,0.3901930749501282,0.5330490405117271
32,16,16,0.01,0,2,3,0.5341151385927505,0.4003671764714487,0.5341151385927505
32,16,16,0.01,0,2,4,0.5191897654584222,0.48146622785244564,0.5191897654584222
32,16,16,0.01,0,2,5,0.5261472785485592,0.44673007564393097,0.5261472785485592
32,16,16,0.01,0,2,6,0.509656652360515,0.4847271772649132,0.509656652360515
32,16,16,0.01,0,2,7,0.5367170626349892,0.4659897003254439,0.5367170626349892
32,16,16,0.01,0,2,8,0.5260869565217391,0.5113060428849903,0.5260869565217391
32,16,16,0.01,0,2,9,0.5415282392026578,0.3640845070422535,0.5415282392026578
32,16,16,0.01,0,2,10,0.4887133182844244,0.4769264453471687,0.4887133182844244
32,16,16,0.01,0,2,11,0.5057471264367817,0.5049911081000974,0.5057471264367817
32,16,16,0.01,0,2,12,0.543859649122807,0.43377098842580014,0.543859649122807
32,16,16,0.01,0,2,13,0.5333333333333333,0.44584712558265216,0.5333333333333333
32,16,16,0.01,0,2,14,0.5344311377245509,0.45789266301866016,0.5344311377245509
32,16,16,0.01,0,2,15,0.5337837837837838,0.39943542695836276,0.5337837837837838
32,16,16,0.01,0,2,16,0.5376984126984127,0.37863707795609314,0.5376984126984127
32,16,16,0.01,0,2,17,0.5550239234449761,0.4851398601398601,0.5550239234449761
32,16,16,0.01,0,2,18,0.5084745762711864,0.5062049062049062,0.5084745762711864
32,16,16,0.01,0,2,19,0.4755700325732899,0.4755700325732899,0.4755700325732899
32,16,16,0.01,0,2,20,0.437984496124031,0.41122774988589683,0.437984496124031
32,16,16,0.01,0,3,0,0.5277185501066098,0.44124848893950785,0.5277185501066098
32,16,16,0.01,0,3,1,0.5405117270788913,0.43264244705380434,0.5405117270788913
32,16,16,0.01,0,3,2,0.511727078891258,0.46090601079181825,0.511727078891258
32,16,16,0.01,0,3,3,0.5266524520255863,0.45978955669931926,0.5266524520255863
32,16,16,0.01,0,3,4,0.4957356076759062,0.4953771472181561,0.4957356076759062
32,16,16,0.01,0,3,5,0.5197438633938101,0.5196207550265226,0.5197438633938101
32,16,16,0.01,0,3,6,0.5225321888412017,0.5209831199505668,0.5225321888412017
32,16,16,0.01,0,3,7,0.5399568034557235,0.41197760459833166,0.5399568034557235
32,16,16,0.01,0,3,8,0.5532608695652174,0.47301743925944817,0.5532608695652174
32,16,16,0.01,0,3,9,0.5094130675526024,0.5049225693150976,0.5094130675526024
32,16,16,0.01,0,3,10,0.5316027088036117,0.5077586680071917,0.5316027088036117
32,16,16,0.01,0,3,11,0.5229885057471264,0.3620246991240981,0.5229885057471264
32,16,16,0.01,0,3,12,0.5228070175438596,0.3812084917976954,0.5228070175438596
